# ident               redshift   spec1                      i-megacam   i-megacam_err   u-megacam   u-megacam_err   g-megacam   g-megacam_err   r-megacam   r-megacam_err   i-megacam   i-megacam_err   z-megacam   z-megacam_err   J-wircam   J-wircam_err   H-wircam   H-wircam_err   K-wircam   K-wircam_err  
  SPARTAN_comb_N642   0.9243     SPARTAN_comb_N642_1.spec   23.0869     0.0             24.8906     0.2921          24.4653     0.0603          23.9397     0.1141          23.0869     0.2979          22.6088     0.8033          21.7717    0.1403         21.4114    0.371          20.8717    1.1537        
  SPARTAN_comb_N643   0.9245     SPARTAN_comb_N643_1.spec   23.7956     0.0             26.7845     0.2995          26.1716     0.1086          25.1276     0.3375          23.7956     0.4145          22.8114     0.2927          21.3883    0.5833         20.4964    0.5814         19.6509    0.2035        
  SPARTAN_comb_N644   0.9246     SPARTAN_comb_N644_1.spec   22.4803     0.0             23.0459     0.8368          23.1041     0.5392          23.0219     0.0891          22.4803     0.5114          22.2644     0.6189          21.9847    0.1713         22.1414    1.2843         22.1017    0.5281        
  SPARTAN_comb_N645   0.9249     SPARTAN_comb_N645_1.spec   21.7418     0.0             22.8249     0.4212          22.6716     0.3858          22.4156     0.2769          21.7418     0.1677          21.4445     0.3728          20.8343    0.3754         21.0107    1.8203         20.9442    0.6417        
  SPARTAN_comb_N646   0.9249     SPARTAN_comb_N646_1.spec   22.2622     0.0             23.5824     0.0725          23.2978     0.1655          22.95       0.1596          22.2622     0.1654          21.9294     0.1976          21.2106    0.7712         21.2455    0.7091         21.0281    0.2089        
  SPARTAN_comb_N647   0.925      SPARTAN_comb_N647_1.spec   22.7312     0.0             25.234      0.8487          24.7365     0.2682          23.8848     0.1042          22.7312     0.4393          21.9766     0.2051          20.8685    0.7038         20.2612    1.0233         19.7397    0.6088        
  SPARTAN_comb_N648   0.925      SPARTAN_comb_N648_1.spec   22.7526     0.0             23.0036     0.1645          23.006      0.3529          23.0162     0.1908          22.7526     0.3783          22.6518     0.3071          21.954     0.2968         22.6401    1.1472         22.7207    1.1583        
  SPARTAN_comb_N649   0.925      SPARTAN_comb_N649_1.spec   23.9815     0.0             26.1449     0.5089          25.6006     0.063           24.9663     0.2433          23.9815     0.1744          23.4501     0.4638          22.453     0.3765         22.1898    1.0677         21.7906    0.5451        
  SPARTAN_comb_N650   0.9252     SPARTAN_comb_N650_1.spec   22.6235     0.0             24.9009     0.6479          24.4282     0.0631          23.7267     0.2549          22.6235     0.1653          22.0275     0.1081          21.1456    0.6142         20.756     1.0207         20.3672    1.2128        
  SPARTAN_comb_N651   0.9254     SPARTAN_comb_N651_1.spec   21.8973     0.0             23.7929     0.9497          23.2921     0.3588          22.7479     0.1414          21.8973     0.063           21.4264     0.2541          20.3201    0.6488         20.4078    0.9883         20.1804    0.0249        
  SPARTAN_comb_N652   0.9255     SPARTAN_comb_N652_1.spec   22.1253     0.0             22.0407     0.0582          22.1621     0.2193          22.2927     0.2403          22.1253     0.4667          22.1046     0.4923          21.5571    0.3033         22.3277    1.0467         22.4742    0.1737        
  SPARTAN_comb_N653   0.9255     SPARTAN_comb_N653_1.spec   22.4449     0.0             22.4071     0.7317          22.5479     0.1158          22.6713     0.2313          22.4449     0.2219          22.406      0.3184          21.82      0.6679         22.7326    0.5754         22.9963    0.008         
  SPARTAN_comb_N654   0.9257     SPARTAN_comb_N654_1.spec   23.706      0.0             25.0871     0.4986          24.8156     0.4946          24.4551     0.0656          23.706      0.1535          23.346      0.2013          22.5825    0.8687         22.6994    0.7113         22.5687    0.7827        
  SPARTAN_comb_N655   0.9258     SPARTAN_comb_N655_1.spec   22.4391     0.0             24.1381     1.1624          23.7295     0.3941          23.2523     0.212           22.4391     0.2777          22.0074     0.0066          21.126     0.6127         21.0385    0.0559         20.735     0.2063        
  SPARTAN_comb_N656   0.9258     SPARTAN_comb_N656_1.spec   23.5423     0.0             25.1128     0.554           24.715      0.1052          24.277      0.0723          23.5423     0.093           23.1483     0.2835          22.2371    0.9482         22.2488    0.5107         21.9753    0.6995        
  SPARTAN_comb_N657   0.9259     SPARTAN_comb_N657_1.spec   22.3943     0.0             25.7347     0.1496          25.0035     0.163           23.8033     0.2638          22.3943     0.0241          21.5459     0.3307          20.3612    0.8068         19.6737    0.9104         19.1245    0.4806        
  SPARTAN_comb_N658   0.926      SPARTAN_comb_N658_1.spec   21.5023     0.0             23.3654     0.5834          23.0967     0.5105          22.4934     0.2427          21.5023     0.3199          20.9839     0.7829          20.3035    0.7822         20.0252    0.5535         19.7994    0.1872        
  SPARTAN_comb_N659   0.927      SPARTAN_comb_N659_1.spec   21.4076     0.0             23.7512     0.6728          23.1879     0.1379          22.4952     0.198           21.4076     0.0857          20.8724     0.2239          19.959     0.0955         19.6641    1.039          19.3388    0.9098        
  SPARTAN_comb_N660   0.927      SPARTAN_comb_N660_1.spec   22.4607     0.0             23.9686     0.4016          23.5757     0.0587          23.1555     0.1467          22.4607     0.1559          22.0805     0.5919          21.1433    0.5856         21.2068    0.9801         20.9474    0.7702        
  SPARTAN_comb_N661   0.9278     SPARTAN_comb_N661_1.spec   23.6151     0.0             25.45       0.119           24.9201     0.0032          24.3809     0.1188          23.6151     0.2084          23.1956     0.7125          22.2608    0.0684         22.0013    0.3365         21.4449    0.8539        
  SPARTAN_comb_N662   0.9279     SPARTAN_comb_N662_1.spec   22.489      0.0             24.0303     0.3871          23.6501     0.2946          23.2303     0.1986          22.489      0.103           22.1027     0.1749          21.1688    0.6683         21.3386    0.2535         21.1738    1.3075        
  SPARTAN_comb_N663   0.9279     SPARTAN_comb_N663_1.spec   23.024      0.0             25.5083     0.2192          25.0241     0.1536          24.1757     0.1683          23.024      0.2349          22.2113     0.7008          21.0561    0.0708         20.3686    0.6944         19.6608    0.9773        
  SPARTAN_comb_N664   0.928      SPARTAN_comb_N664_1.spec   23.63       0.0             23.9615     0.9975          24.0291     0.2173          24.0186     0.1829          23.63       0.4816          23.4823     0.0883          23.257     0.7041         23.3622    0.1457         23.1487    0.104         
  SPARTAN_comb_N665   0.9284     SPARTAN_comb_N665_1.spec   22.5393     0.0             24.0056     0.3082          23.7236     0.3537          23.3325     0.1307          22.5393     0.4262          22.1518     0.5453          21.4014    0.1503         21.4395    1.3529         21.2815    0.146         
  SPARTAN_comb_N666   0.9284     SPARTAN_comb_N666_1.spec   23.1036     0.0             23.5776     0.1773          23.5509     0.3637          23.4906     0.2571          23.1036     0.1241          22.9532     0.4533          22.4499    0.4965         22.8117    0.687          22.777     0.4207        
  SPARTAN_comb_N667   0.9286     SPARTAN_comb_N667_1.spec   21.6715     0.0             22.6618     0.3759          22.5004     0.0099          22.2678     0.26            21.6715     0.2995          21.3876     0.3533          20.785     0.7756         20.9104    0.1497         20.7595    0.5716        
  SPARTAN_comb_N668   0.9288     SPARTAN_comb_N668_1.spec   22.6121     0.0             24.3978     0.5183          24.1425     0.1717          23.5765     0.316           22.6121     0.1873          22.0814     0.6519          21.431     0.2162         21.1579    1.517          20.8869    0.619         
  SPARTAN_comb_N669   0.9297     SPARTAN_comb_N669_1.spec   21.554      0.0             26.9564     0.3999          25.6339     0.1255          23.2479     0.1552          21.554      0.3058          20.3318     0.0077          18.791     0.8085         17.8463    1.1303         16.9848    0.2775        
  SPARTAN_comb_N670   0.9302     SPARTAN_comb_N670_1.spec   23.8421     0.0             24.5969     0.634           24.6335     0.115           24.4384     0.2605          23.8421     0.3036          23.4519     0.0881          23.0062    1.5535         22.8374    0.7387         22.4945    0.4751        
  SPARTAN_comb_N671   0.9311     SPARTAN_comb_N671_1.spec   23.1755     0.0             25.6511     0.1671          25.0697     0.2487          24.3013     0.1675          23.1755     0.0249          22.509      0.1881          21.4421    0.4244         20.9678    0.8392         20.4882    0.846         
  SPARTAN_comb_N672   0.9311     SPARTAN_comb_N672_1.spec   23.7567     0.0             24.9687     0.4773          24.953      0.4012          24.5344     0.0472          23.7567     0.2382          23.2508     0.4681          22.7663    0.4975         22.5624    0.8468         22.2291    0.7777        
  SPARTAN_comb_N673   0.9316     SPARTAN_comb_N673_1.spec   23.3374     0.0             24.0755     0.0303          24.0269     0.3207          23.8825     0.1907          23.3374     0.3155          23.0912     0.382           22.6486    0.8885         22.8035    0.5147         22.7075    0.9213        
  SPARTAN_comb_N674   0.932      SPARTAN_comb_N674_1.spec   22.968      0.0             27.9968     0.7218          26.8045     0.1928          24.3195     0.1898          22.968      0.2292          21.9184     0.1785          20.9207    0.8495         20.3757    1.5879         19.821     0.8946        
  SPARTAN_comb_N675   0.9321     SPARTAN_comb_N675_1.spec   22.9814     0.0             23.0327     0.0667          23.1158     0.309           23.1936     0.0807          22.9814     0.3181          22.9522     0.2706          22.718     0.7286         23.0138    0.6637         22.8292    0.49          
  SPARTAN_comb_N676   0.9322     SPARTAN_comb_N676_1.spec   23.2837     0.0             25.0276     0.1212          24.6278     0.0797          24.1399     0.1308          23.2837     0.1619          22.8335     0.1063          21.9255    0.8184         21.9141    0.1655         21.692     0.3243        
  SPARTAN_comb_N677   0.933      SPARTAN_comb_N677_1.spec   21.3032     0.0             22.0617     0.6759          22.0929     0.2103          21.9169     0.215           21.3032     0.0753          21.0065     0.41            20.7661    0.3735         20.7247    0.8825         20.4787    0.7155        
  SPARTAN_comb_N678   0.933      SPARTAN_comb_N678_1.spec   23.5985     0.0             26.1217     0.4246          25.5406     0.1037          24.7477     0.164           23.5985     0.0282          22.9239     0.5033          21.8144    1.5008         21.3452    0.1802         20.9113    0.361         
  SPARTAN_comb_N679   0.9333     SPARTAN_comb_N679_1.spec   23.6983     0.0             23.9217     0.9175          23.9291     0.1631          23.9473     0.122           23.6983     0.213           23.609      0.4178          22.847     0.4733         23.6311    0.5236         23.7442    0.5093        
  SPARTAN_comb_N680   0.9335     SPARTAN_comb_N680_1.spec   23.5177     0.0             24.6753     0.7183          24.5109     0.1491          24.2233     0.1884          23.5177     0.376           23.1803     0.0885          22.5686    1.1092         22.6651    0.7706         22.5652    0.9373        
  SPARTAN_comb_N681   0.9336     SPARTAN_comb_N681_1.spec   23.8736     0.0             24.9261     0.5048          24.7573     0.2791          24.502      0.137           23.8736     0.1974          23.5596     0.5797          22.9661    0.1535         23.0385    0.4928         22.8692    1.212         
  SPARTAN_comb_N682   0.9337     SPARTAN_comb_N682_1.spec   23.821      0.0             24.9138     0.5572          24.7547     0.2599          24.4931     0.1846          23.821      0.2132          23.5135     0.4785          22.9248    0.103          23.0813    0.1638         23.0068    0.1992        
  SPARTAN_comb_N683   0.9339     SPARTAN_comb_N683_1.spec   23.0124     0.0             23.5163     0.5706          23.5781     0.274           23.5108     0.1859          23.0124     0.3287          22.7872     0.2717          22.4819    0.2828         22.6509    1.1059         22.6051    0.3016        
  SPARTAN_comb_N684   0.9339     SPARTAN_comb_N684_1.spec   23.4233     0.0             25.0312     0.6897          24.7186     0.082           24.262      0.2132          23.4233     0.1313          22.9526     0.4513          22.1984    0.1224         22.017     1.3536         21.7215    0.8817        
  SPARTAN_comb_N685   0.9345     SPARTAN_comb_N685_1.spec   23.1175     0.0             23.7962     0.1545          23.7521     0.0997          23.6264     0.1906          23.1175     0.425           22.8846     0.2821          22.4289    0.6932         22.6205    1.0019         22.5322    0.4993        
  SPARTAN_comb_N686   0.9345     SPARTAN_comb_N686_1.spec   23.7429     0.0             26.4971     0.641           25.8761     0.0585          24.9782     0.1119          23.7429     0.3665          23.0167     0.0677          21.899     0.2279         21.3496    0.7229         20.8937    0.0086        
  SPARTAN_comb_N687   0.9347     SPARTAN_comb_N687_1.spec   22.1444     0.0             23.8826     0.0559          23.4569     0.0565          22.9527     0.2434          22.1444     0.1941          21.6745     0.2948          20.8492    1.096          20.5258    0.4216         19.9895    0.0329        
  SPARTAN_comb_N688   0.9349     SPARTAN_comb_N688_1.spec   21.6589     0.0             22.8088     0.7941          22.4296     0.3415          22.1117     0.2588          21.6589     0.2089          21.3858     0.4602          20.3931    0.4625         20.5972    0.7423         20.1564    0.2486        
  SPARTAN_comb_N689   0.9356     SPARTAN_comb_N689_1.spec   22.8274     0.0             24.2222     0.466           23.945      0.1743          23.5774     0.235           22.8274     0.2678          22.4499     0.1909          21.6941    0.7322         21.782     1.2702         21.6365    0.772         
  SPARTAN_comb_N690   0.9357     SPARTAN_comb_N690_1.spec   22.4548     0.0             23.7624     0.8435          23.4658     0.3781          23.1113     0.2051          22.4548     0.2294          22.0989     0.3124          21.4413    0.0764         21.2766    0.6399         20.8371    0.3833        
  SPARTAN_comb_N691   0.9366     SPARTAN_comb_N691_1.spec   22.1186     0.0             23.3874     0.1535          23.2074     0.0893          22.8782     0.2299          22.1186     0.2266          21.7508     0.4349          21.1676    0.2283         21.1872    1.3089         21.0692    0.4048        
  SPARTAN_comb_N692   0.9366     SPARTAN_comb_N692_1.spec   24.3631     0.0             25.935      0.1732          25.8344     0.4597          25.2332     0.2858          24.3631     0.3094          23.8287     0.5948          23.3477    0.9159         23.1543    0.0338         22.9823    0.9708        
  SPARTAN_comb_N693   0.9368     SPARTAN_comb_N693_1.spec   22.7621     0.0             23.7289     0.6292          23.5834     0.1297          23.363      0.077           22.7621     0.2943          22.4815     0.5852          21.8498    0.4614         22.1115    0.0826         22.0633    0.7552        
  SPARTAN_comb_N694   0.9369     SPARTAN_comb_N694_1.spec   23.7111     0.0             24.2008     0.7494          24.1554     0.0401          24.0817     0.1351          23.7111     0.2682          23.5666     0.5731          23.214     0.6127         23.338     0.9869         23.0715    0.4333        
  SPARTAN_comb_N695   0.937      SPARTAN_comb_N695_1.spec   23.5353     0.0             25.2444     0.2653          25.0689     0.2474          24.4412     0.2154          23.5353     0.1713          22.9542     0.2126          22.2579    0.8869         21.9398    0.5121         21.7288    0.1479        
  SPARTAN_comb_N696   0.9373     SPARTAN_comb_N696_1.spec   21.9599     0.0             23.242      0.5038          22.9589     0.0702          22.6208     0.2532          21.9599     0.0772          21.6049     0.5516          20.8457    1.0122         20.8987    1.1024         20.6745    0.8262        
  SPARTAN_comb_N697   0.9373     SPARTAN_comb_N697_1.spec   23.2782     0.0             24.5015     0.0484          24.1101     0.2311          23.7681     0.1566          23.2782     0.1222          22.9945     0.1815          22.0799    0.6233         22.1482    0.7975         21.673     1.5331        
  SPARTAN_comb_N698   0.9377     SPARTAN_comb_N698_1.spec   22.7164     0.0             24.4215     0.3014          23.9135     0.1298          23.4164     0.1315          22.7164     0.0704          22.2818     0.3718          21.1153    1.6234         21.2057    1.0673         20.905     0.0028        
  SPARTAN_comb_N699   0.9379     SPARTAN_comb_N699_1.spec   24.0458     0.0             24.9302     0.1594          24.9553     0.2551          24.6886     0.2455          24.0458     0.2603          23.5622     0.0846          23.026     0.9413         22.7865    0.6638         22.3946    0.5369        
  SPARTAN_comb_N700   0.9384     SPARTAN_comb_N700_1.spec   23.1549     0.0             28.6193     0.6114          26.7876     0.1295          24.6508     0.1465          23.1549     0.257           22.1716     0.2031          20.9817    1.7481         20.2861    0.7188         19.7607    0.2939        
  SPARTAN_comb_N701   0.9385     SPARTAN_comb_N701_1.spec   22.9282     0.0             27.0046     0.4152          26.0442     0.1969          24.5386     0.0563          22.9282     0.0309          22.0639     0.0375          21.032     1.1131         20.3697    0.4547         19.8642    0.3926        
  SPARTAN_comb_N702   0.9385     SPARTAN_comb_N702_1.spec   23.0083     0.0             24.5193     0.3076          24.1209     0.452           23.6983     0.1986          23.0083     0.2516          22.6143     0.2628          21.6784    0.3472         21.7207    0.92           21.4476    0.8808        
  SPARTAN_comb_N703   0.9387     SPARTAN_comb_N703_1.spec   22.6156     0.0             23.5385     0.2164          23.3789     0.1875          23.1644     0.1682          22.6156     0.3675          22.3397     0.5198          21.7245    0.3484         21.8882    0.9073         21.7435    1.3761        
  SPARTAN_comb_N704   0.9388     SPARTAN_comb_N704_1.spec   22.0909     0.0             23.4044     0.5316          23.118      0.2531          22.7694     0.2624          22.0909     0.0293          21.7208     0.3994          20.9681    0.067          20.9927    0.83           20.7598    0.366         
  SPARTAN_comb_N705   0.9401     SPARTAN_comb_N705_1.spec   23.3191     0.0             27.0869     0.0295          26.0162     0.2726          24.4889     0.0447          23.3191     0.1427          22.5962     0.5716          21.866     0.6348         21.4689    0.9096         21.2338    0.8291        
  SPARTAN_comb_N706   0.9406     SPARTAN_comb_N706_1.spec   23.0901     0.0             25.2163     0.2401          24.6684     0.0298          24.0417     0.2757          23.0901     0.1325          22.5287     0.0917          21.5122    0.5381         21.2461    1.3384         20.8348    1.2298        
  SPARTAN_comb_N707   0.9407     SPARTAN_comb_N707_1.spec   23.8956     0.0             26.2853     0.0818          25.9433     0.4663          24.979      0.1323          23.8956     0.2328          23.0804     0.283           22.0977    1.4909         21.5542    0.7141         21.1066    0.5359        
  SPARTAN_comb_N708   0.9416     SPARTAN_comb_N708_1.spec   23.6954     0.0             25.274      0.765           25.1324     0.1156          24.5567     0.099           23.6954     0.3784          23.0539     0.5468          22.2903    0.5124         21.918     1.1032         21.577     0.2769        
  SPARTAN_comb_N709   0.9423     SPARTAN_comb_N709_1.spec   22.0899     0.0             23.3335     0.1182          23.0379     0.2458          22.7031     0.1165          22.0899     0.1491          21.7498     0.1911          21.1004    0.9259         20.9738    0.4708         20.5412    0.7636        
  SPARTAN_comb_N710   0.9429     SPARTAN_comb_N710_1.spec   23.2884     0.0             24.4107     0.1188          24.2322     0.2844          23.9446     0.1044          23.2884     0.1052          22.9155     0.6358          22.3042    0.2235         22.293     1.0267         22.0911    1.3493        
  SPARTAN_comb_N711   0.943      SPARTAN_comb_N711_1.spec   23.8935     0.0             29.2441     0.668           27.3421     0.057           25.1213     0.3674          23.8935     0.279           22.9566     0.5945          21.9892    0.7812         21.4576    0.3108         21.0446    1.0382        
  SPARTAN_comb_N712   0.9446     SPARTAN_comb_N712_1.spec   23.4554     0.0             25.7873     0.1889          25.2109     0.0335          24.4915     0.2064          23.4554     0.2183          22.8016     0.4317          21.8108    0.1706         21.2887    1.4068         20.6409    0.2402        
  SPARTAN_comb_N713   0.9457     SPARTAN_comb_N713_1.spec   23.2487     0.0             24.6507     0.5896          24.2844     0.1143          23.9032     0.3217          23.2487     0.2065          22.8665     0.5177          21.8031    0.1547         22.1367    0.3727         22.0174    1.1037        
  SPARTAN_comb_N714   0.9485     SPARTAN_comb_N714_1.spec   23.1277     0.0             27.572      0.0847          26.3078     0.2109          24.4621     0.0576          23.1277     0.1758          22.1964     0.4447          21.0875    1.1253         20.4412    0.5133         20.0331    0.5949        
  SPARTAN_comb_N715   0.9503     SPARTAN_comb_N715_1.spec   23.7146     0.0             24.6191     0.7458          24.4766     0.5174          24.2722     0.3082          23.7146     0.3691          23.4257     0.5147          22.7742    0.1711         23.0772    0.2825         23.0211    0.4227        
  SPARTAN_comb_N716   0.9515     SPARTAN_comb_N716_1.spec   23.7605     0.0             24.586      0.519           24.4134     0.1781          24.2185     0.1021          23.7605     0.3931          23.5122     0.3756          23.0124    1.0266         23.0409    0.8999         22.6744    0.9051        
  SPARTAN_comb_N717   0.952      SPARTAN_comb_N717_1.spec   22.8978     0.0             25.1148     0.374           24.8425     0.06            23.8341     0.3301          22.8978     0.1627          22.212      0.4183          21.5281    1.0131         21.1858    1.2048         21.013     0.6562        
  SPARTAN_comb_N718   0.9528     SPARTAN_comb_N718_1.spec   21.8599     0.0             23.1353     0.2684          22.7875     0.3088          22.4412     0.0045          21.8599     0.2594          21.5044     0.3661          20.2807    0.0766         20.8825    0.2006         20.8128    1.2603        
  SPARTAN_comb_N719   0.9528     SPARTAN_comb_N719_1.spec   23.5496     0.0             25.415      0.65            25.139      0.1967          24.4838     0.1749          23.5496     0.1893          22.8806     0.4034          22.0842    1.2776         21.7043    0.9789         21.3518    0.4714        
  SPARTAN_comb_N720   0.9534     SPARTAN_comb_N720_1.spec   21.8869     0.0             24.7654     0.5806          24.1841     0.1802          23.1209     0.286           21.8869     0.3212          21.1429     0.6146          20.2961    0.1602         19.8097    0.1794         19.4722    0.4676        
  SPARTAN_comb_N721   0.954      SPARTAN_comb_N721_1.spec   22.7521     0.0             23.3517     0.6092          23.2507     0.0437          23.14       0.2315          22.7521     0.38            22.5638     0.7968          21.6282    0.5725         22.4392    0.0942         22.5021    0.1778        
  SPARTAN_comb_N722   0.9545     SPARTAN_comb_N722_1.spec   20.8844     0.0             23.1507     0.1888          22.6639     0.1602          21.9613     0.184           20.8844     0.1048          20.2248     0.3345          19.3868    0.1443         19.0023    1.1414         18.5978    0.8024        
  SPARTAN_comb_N723   0.9553     SPARTAN_comb_N723_1.spec   22.7301     0.0             24.8127     0.0985          24.5525     0.0075          23.7605     0.1841          22.7301     0.1602          21.8154     0.3089          20.7236    0.7831         20.1094    1.1935         19.4327    1.0267        
  SPARTAN_comb_N724   0.9564     SPARTAN_comb_N724_1.spec   22.599      0.0             23.4743     0.8485          23.2962     0.1001          23.0842     0.2574          22.599      0.4128          22.3168     0.3984          21.8233    0.006          21.8259    0.7588         21.4377    0.625         
  SPARTAN_comb_N725   0.9565     SPARTAN_comb_N725_1.spec   22.8889     0.0             30.1246     0.2391          27.538      0.3148          24.5738     0.2462          22.8889     0.4309          21.5595     0.2986          19.9628    0.979          19.009     0.0898         18.1027    0.1968        
  SPARTAN_comb_N726   0.9569     SPARTAN_comb_N726_1.spec   22.89       0.0             27.5877     0.6594          25.9651     0.0775          24.0479     0.3059          22.89       0.2639          22.031      0.4434          21.1424    0.6667         20.6626    0.7913         20.3941    0.2156        
  SPARTAN_comb_N727   0.9572     SPARTAN_comb_N727_1.spec   22.5427     0.0             23.3055     0.3592          23.1341     0.0032          22.9575     0.1812          22.5427     0.1179          22.3143     0.3098          21.8088    0.8036         21.8966    0.3671         21.5068    0.1815        
  SPARTAN_comb_N728   0.9572     SPARTAN_comb_N728_1.spec   24.1527     0.0             25.1816     0.3802          25.093      0.1177          24.8116     0.0195          24.1527     0.1468          23.7142     0.3944          23.2153    0.4756         23.1418    0.0657         22.9437    0.6377        
  SPARTAN_comb_N729   0.9574     SPARTAN_comb_N729_1.spec   21.6816     0.0             26.1204     0.1712          24.8461     0.5974          22.9056     0.0324          21.6816     0.3231          20.8011     0.3684          20.016     0.8009         19.6462    0.7053         19.1897    0.4227        
  SPARTAN_comb_N730   0.9574     SPARTAN_comb_N730_1.spec   23.1768     0.0             26.9454     0.0058          25.9646     0.2438          24.3185     0.1122          23.1768     0.3887          22.3508     0.7641          21.5573    1.1439         21.1485    0.8973         20.8375    0.4746        
  SPARTAN_comb_N731   0.9578     SPARTAN_comb_N731_1.spec   22.4532     0.0             23.4138     0.1085          23.4175     0.2763          23.1304     0.1664          22.4532     0.2587          22.0284     0.6927          21.6204    0.9893         21.567     1.1233         21.4781    0.3727        
  SPARTAN_comb_N732   0.9578     SPARTAN_comb_N732_1.spec   22.4549     0.0             25.1951     0.4714          24.6941     0.0492          23.6102     0.0179          22.4549     0.1811          21.5967     0.2048          20.5115    1.3457         19.8943    0.8529         19.4896    0.3122        
  SPARTAN_comb_N733   0.9579     SPARTAN_comb_N733_1.spec   22.5047     0.0             23.6206     0.2052          23.4254     0.1799          23.1217     0.2676          22.5047     0.3527          22.0745     0.2371          21.4867    0.1131         21.3038    0.31           20.8553    0.6378        
  SPARTAN_comb_N734   0.9583     SPARTAN_comb_N734_1.spec   22.4825     0.0             24.2445     0.4551          23.9122     0.1513          23.3815     0.2102          22.4825     0.0157          21.9142     0.4947          21.1194    0.511          20.8792    0.6734         20.5876    0.5212        
  SPARTAN_comb_N735   0.9587     SPARTAN_comb_N735_1.spec   21.8693     0.0             24.3558     0.1142          24.1146     0.28            22.8925     0.2542          21.8693     0.2031          21.0107     0.5076          20.2215    1.0305         19.8425    1.3364         19.3662    0.2975        
  SPARTAN_comb_N736   0.9588     SPARTAN_comb_N736_1.spec   21.9511     0.0             25.0481     0.231           24.3724     0.1543          23.3069     0.1208          21.9511     0.2372          21.2059     0.178           20.3881    0.2045         19.8693    0.7249         19.5077    0.4609        
  SPARTAN_comb_N737   0.9588     SPARTAN_comb_N737_1.spec   21.952      0.0             22.4442     0.8481          22.3891     0.1866          22.307      0.1141          21.952      0.4068          21.7678     0.6782          21.4321    0.8634         21.5696    0.0378         21.2524    0.2246        
  SPARTAN_comb_N738   0.9589     SPARTAN_comb_N738_1.spec   22.478      0.0             24.2627     0.1723          23.7608     0.3129          23.2494     0.1192          22.478      0.0675          21.9929     0.4876          20.8345    0.063          21.0458    1.6323         20.7393    1.507         
  SPARTAN_comb_N739   0.9589     SPARTAN_comb_N739_1.spec   22.6246     0.0             24.9945     0.0622          24.4928     0.2349          23.7129     0.318           22.6246     0.2232          21.8785     0.1293          20.9672    0.1628         20.4533    0.6987         19.8289    0.1483        
  SPARTAN_comb_N740   0.9589     SPARTAN_comb_N740_1.spec   22.9411     0.0             23.4637     0.4866          23.5153     0.1333          23.4191     0.1555          22.9411     0.2993          22.6267     0.3495          22.2726    1.1522         22.3693    0.1996         22.2557    0.4102        
  SPARTAN_comb_N741   0.959      SPARTAN_comb_N741_1.spec   22.5625     0.0             23.8085     0.1036          23.5029     0.0495          23.1626     0.2447          22.5625     0.1533          22.2029     0.303           21.5911    0.1189         21.4827    0.9737         21.0143    0.777         
  SPARTAN_comb_N742   0.959      SPARTAN_comb_N742_1.spec   22.7477     0.0             25.6352     0.7012          25.0706     0.1176          23.9716     0.2091          22.7477     0.2317          21.9236     0.5075          21.0325    0.5767         20.5283    0.3252         20.1193    0.4633        
  SPARTAN_comb_N743   0.9592     SPARTAN_comb_N743_1.spec   21.5918     0.0             23.1453     0.3157          22.6541     0.0562          22.2061     0.2098          21.5918     0.0413          21.1856     0.3346          19.8408    0.8624         20.3254    0.236          20.0067    0.8322        
  SPARTAN_comb_N744   0.9592     SPARTAN_comb_N744_1.spec   23.2025     0.0             24.4199     0.171           24.2248     0.049           23.8908     0.2526          23.2025     0.0595          22.7455     0.4691          22.1199    0.9013         22.029     0.192          21.7676    0.3713        
  SPARTAN_comb_N745   0.9593     SPARTAN_comb_N745_1.spec   22.7401     0.0             24.7387     0.1735          24.194      0.3919          23.6067     0.2688          22.7401     0.392           22.1753     0.4255          21.1428    0.4234         20.9618    0.6244         20.5172    0.3327        
  SPARTAN_comb_N746   0.9593     SPARTAN_comb_N746_1.spec   23.7744     0.0             24.1062     0.2236          24.0843     0.0715          24.0598     0.2055          23.7744     0.1858          23.642      0.2879          23.0658    0.4838         23.5911    1.0286         23.5047    0.0699        
  SPARTAN_comb_N747   0.9594     SPARTAN_comb_N747_1.spec   22.1176     0.0             22.5346     0.4862          22.6128     0.2653          22.573      0.3774          22.1176     0.4267          21.887      0.7442          21.579     1.3543         21.8941    0.6902         21.9064    0.3995        
  SPARTAN_comb_N748   0.9598     SPARTAN_comb_N748_1.spec   21.8614     0.0             23.1054     0.6983          22.901      0.0212          22.5393     0.2953          21.8614     0.2353          21.3392     0.4379          20.6483    0.4916         20.3523    0.4811         19.8426    0.6791        
  SPARTAN_comb_N749   0.9598     SPARTAN_comb_N749_1.spec   22.7697     0.0             24.6283     0.3487          24.1884     0.2649          23.6448     0.1604          22.7697     0.3616          22.2026     0.2515          21.3388    0.1665         21.1146    1.0061         20.7225    0.1612        
  SPARTAN_comb_N750   0.9599     SPARTAN_comb_N750_1.spec   21.6691     0.0             22.8815     0.4273          22.5951     0.0878          22.2735     0.1819          21.6691     0.5182          21.2978     0.3072          20.5356    0.8666         20.6476    0.8496         20.3707    0.0603        
  SPARTAN_comb_N751   0.96       SPARTAN_comb_N751_1.spec   21.9969     0.0             24.6671     0.7431          24.2042     0.1064          23.1469     0.1932          21.9969     0.1589          21.0718     0.2059          19.9327    0.5943         19.2874    0.8715         18.743     1.0965        
