# ident               redshift   spec1                      i-megacam   i-megacam_err   u-megacam   u-megacam_err   g-megacam   g-megacam_err   r-megacam   r-megacam_err   i-megacam   i-megacam_err   z-megacam   z-megacam_err   J-wircam   J-wircam_err   H-wircam   H-wircam_err   K-wircam   K-wircam_err  
  SPARTAN_comb_N752   0.96       SPARTAN_comb_N752_1.spec   22.9934     0.0             22.853      0.1068          22.9401     0.2205          23.0712     0.1798          22.9934     0.2715          23.0183     0.4615          22.6987    1.2229         23.2341    1.0586         22.9607    0.29          
  SPARTAN_comb_N753   0.9602     SPARTAN_comb_N753_1.spec   22.1553     0.0             22.9654     0.5892          22.9779     0.3891          22.7857     0.1397          22.1553     0.1929          21.8174     0.6917          21.6492    1.7            21.7144    0.3691         21.6321    0.4873        
  SPARTAN_comb_N754   0.9602     SPARTAN_comb_N754_1.spec   23.61       0.0             26.475      0.7136          25.9839     0.339           24.8061     0.2685          23.61       0.181           22.6346     0.2176          21.4473    0.4846         20.7683    0.0495         20.2045    1.0018        
  SPARTAN_comb_N755   0.9603     SPARTAN_comb_N755_1.spec   22.7992     0.0             28.4515     0.0536          27.1723     0.3941          24.4146     0.0636          22.7992     0.158           21.461      0.1223          19.9849    0.2745         19.1422    1.2368         18.3066    0.8265        
  SPARTAN_comb_N756   0.9605     SPARTAN_comb_N756_1.spec   22.0391     0.0             23.9851     0.5927          23.4636     0.0603          22.9012     0.2059          22.0391     0.2932          21.5004     0.4718          20.4287    1.0354         20.4369    0.7383         20.0866    0.6631        
  SPARTAN_comb_N757   0.9605     SPARTAN_comb_N757_1.spec   22.6645     0.0             24.6105     0.2215          24.089      0.1173          23.5266     0.0533          22.6645     0.1879          22.1258     0.0485          21.0541    0.5976         21.0623    0.4796         20.712     0.6073        
  SPARTAN_comb_N758   0.9606     SPARTAN_comb_N758_1.spec   22.0956     0.0             23.0063     0.4936          22.8238     0.176           22.5989     0.0197          22.0956     0.3139          21.7864     0.381           21.2918    1.1614         21.276     0.2943         20.8681    0.3368        
  SPARTAN_comb_N759   0.9607     SPARTAN_comb_N759_1.spec   23.0191     0.0             26.3146     0.3901          25.7239     0.0303          24.2893     0.0876          23.0191     0.2918          21.986      0.4162          20.7591    0.5113         20.0519    1.0103         19.4759    0.8942        
  SPARTAN_comb_N760   0.9607     SPARTAN_comb_N760_1.spec   23.136      0.0             24.6984     0.1553          24.5723     0.1511          23.9814     0.1739          23.136      0.2524          22.5865     0.2535          22.1201    0.0537         21.9363    0.5135         21.814     0.933         
  SPARTAN_comb_N761   0.9608     SPARTAN_comb_N761_1.spec   21.747      0.0             22.2764     0.7131          22.1213     0.401           22.0186     0.2533          21.747      0.2202          21.6163     0.1763          20.9938    0.1331         21.3512    0.7472         20.9216    0.2556        
  SPARTAN_comb_N762   0.9608     SPARTAN_comb_N762_1.spec   21.8057     0.0             25.8326     0.1824          24.8417     0.2174          23.2833     0.1204          21.8057     0.1829          20.8874     0.2791          19.9371    1.2537         19.3415    0.9388         18.8916    0.3975        
  SPARTAN_comb_N763   0.9608     SPARTAN_comb_N763_1.spec   22.0389     0.0             23.143      0.7845          22.8469     0.193           22.5523     0.2322          22.0389     0.1975          21.7308     0.305           21.0825    0.7984         21.08      0.6293         20.5959    0.527         
  SPARTAN_comb_N764   0.9609     SPARTAN_comb_N764_1.spec   22.3383     0.0             25.3337     0.5819          24.725      0.3041          23.5072     0.1288          22.3383     0.1631          21.6191     0.5965          21.0945    0.159          20.8042    0.8864         20.5895    0.7467        
  SPARTAN_comb_N765   0.961      SPARTAN_comb_N765_1.spec   22.5575     0.0             23.9668     0.3441          23.9095     0.1132          23.3437     0.0961          22.5575     0.0846          21.9091     0.3402          21.2603    0.5768         20.9704    0.8419         20.6898    0.9689        
  SPARTAN_comb_N766   0.9611     SPARTAN_comb_N766_1.spec   21.4576     0.0             26.5406     0.9293          25.5366     0.1396          23.1834     0.1999          21.4576     0.3166          20.0316     0.3956          18.3169    0.7492         17.2878    1.1341         16.3098    0.1133        
  SPARTAN_comb_N767   0.9611     SPARTAN_comb_N767_1.spec   22.7034     0.0             24.5691     0.2047          24.0542     0.2547          23.5174     0.1422          22.7034     0.1929          22.1935     0.2104          21.1084    0.064          21.201     1.694          20.859     1.0849        
  SPARTAN_comb_N768   0.9612     SPARTAN_comb_N768_1.spec   21.8472     0.0             22.8356     0.0375          22.6621     0.0689          22.4179     0.12            21.8472     0.1281          21.4928     0.0838          20.8955    0.8103         20.9973    0.1467         20.7742    1.2247        
  SPARTAN_comb_N769   0.9613     SPARTAN_comb_N769_1.spec   22.3562     0.0             25.9247     0.3703          25.0848     0.2505          23.7575     0.3613          22.3562     0.264           21.4092     0.1727          20.1832    0.6555         19.4479    0.3006         18.9172    0.8898        
  SPARTAN_comb_N770   0.9615     SPARTAN_comb_N770_1.spec   23.1625     0.0             24.6016     0.341           24.1777     0.1469          23.7641     0.1503          23.1625     0.1189          22.7942     0.0695          22.0314    0.8904         21.9144    0.6919         21.3454    0.3798        
  SPARTAN_comb_N771   0.9616     SPARTAN_comb_N771_1.spec   22.0633     0.0             22.4708     0.2191          22.5491     0.396           22.5122     0.2053          22.0633     0.3055          21.8329     0.4743          21.5317    1.3076         21.8577    0.6705         21.8649    0.1441        
  SPARTAN_comb_N772   0.9618     SPARTAN_comb_N772_1.spec   22.0167     0.0             22.2214     0.7429          22.223      0.303           22.2439     0.1062          22.0167     0.0343          21.9475     0.2659          21.1853    0.0052         22.0836    0.2296         22.0312    0.2954        
  SPARTAN_comb_N773   0.9618     SPARTAN_comb_N773_1.spec   23.3641     0.0             25.2491     0.0377          24.8058     0.0066          24.2466     0.3707          23.3641     0.4817          22.7679     0.1595          21.869     0.4533         21.6008    0.8328         21.1858    0.7254        
  SPARTAN_comb_N774   0.962      SPARTAN_comb_N774_1.spec   23.1454     0.0             24.3401     0.7819          24.1367     0.36            23.799      0.1654          23.1454     0.2845          22.665      0.504           22.0488    0.7414         21.8257    0.6616         21.3568    0.6845        
  SPARTAN_comb_N775   0.9621     SPARTAN_comb_N775_1.spec   21.8684     0.0             23.0832     1.2267          22.7156     0.2296          22.3847     0.2765          21.8684     0.2258          21.5492     0.6084          20.3491    1.7742         20.9636    0.9589         20.6796    0.0403        
  SPARTAN_comb_N776   0.9622     SPARTAN_comb_N776_1.spec   21.8539     0.0             24.1534     0.4822          23.5887     0.1918          22.8911     0.2807          21.8539     0.1296          21.183      0.2312          20.1254    1.4671         19.787     1.1471         19.3567    0.6274        
  SPARTAN_comb_N777   0.9622     SPARTAN_comb_N777_1.spec   23.1046     0.0             23.8544     0.1029          23.7936     0.1428          23.6283     0.2022          23.1046     0.3479          22.7735     0.0297          22.324     0.8031         22.437     0.3302         22.274     0.9164        
  SPARTAN_comb_N778   0.9624     SPARTAN_comb_N778_1.spec   23.0364     0.0             24.2816     0.2694          23.9915     0.0378          23.659      0.1672          23.0364     0.5467          22.6462     0.3365          21.8951    0.1806         21.9792    0.6734         21.6856    0.3936        
  SPARTAN_comb_N779   0.9624     SPARTAN_comb_N779_1.spec   23.8469     0.0             24.3111     0.324           24.257      0.2202          24.1837     0.0748          23.8469     0.1535          23.6646     0.3502          23.3167    1.189          23.4825    1.3667         23.1475    0.6773        
  SPARTAN_comb_N780   0.9626     SPARTAN_comb_N780_1.spec   22.6609     0.0             24.5491     0.2041          24.0984     0.2124          23.5204     0.03            22.6609     0.024           22.0093     0.3631          21.0489    1.1054         20.5732    0.2277         19.9102    1.0449        
  SPARTAN_comb_N781   0.9628     SPARTAN_comb_N781_1.spec   22.3566     0.0             23.6658     0.7162          23.458      0.0722          23.0936     0.392           22.3566     0.3843          21.8791     0.2603          21.312     0.7054         21.2156    0.8425         20.9625    1.0337        
  SPARTAN_comb_N782   0.9628     SPARTAN_comb_N782_1.spec   23.1709     0.0             23.6362     0.3526          23.6917     0.2092          23.6207     0.076           23.1709     0.3136          22.8817     0.7658          22.5648    0.6528         22.7246    1.2196         22.6254    0.9986        
  SPARTAN_comb_N783   0.9631     SPARTAN_comb_N783_1.spec   21.953      0.0             28.3032     0.0679          25.93       0.0356          23.5121     0.1595          21.953      0.251           20.7939     0.2264          19.3783    0.2444         18.5277    1.1779         17.8815    0.9915        
  SPARTAN_comb_N784   0.9631     SPARTAN_comb_N784_1.spec   22.7321     0.0             23.6508     0.1518          23.5841     0.2114          23.3646     0.2332          22.7321     0.3786          22.3716     0.5522          21.954     0.4264         22.0576    0.4112         21.9673    0.2152        
  SPARTAN_comb_N785   0.9631     SPARTAN_comb_N785_1.spec   23.1903     0.0             28.6586     0.0764          26.596      0.2155          24.324      0.1754          23.1903     0.0183          22.2538     0.3701          21.37      0.697          20.9238    0.0507         20.5607    0.6622        
  SPARTAN_comb_N786   0.9632     SPARTAN_comb_N786_1.spec   23.9895     0.0             25.8854     0.7128          25.3477     0.3782          24.7936     0.1799          23.9895     0.2385          23.4622     0.4535          22.4146    0.964          22.333     1.0198         21.8849    0.3123        
  SPARTAN_comb_N787   0.9634     SPARTAN_comb_N787_1.spec   22.3027     0.0             24.2473     0.2143          23.7884     0.2523          23.197      0.3378          22.3027     0.1071          21.6784     0.497           20.8333    0.2706         20.4265    0.2902         19.8212    0.4542        
  SPARTAN_comb_N788   0.9634     SPARTAN_comb_N788_1.spec   22.9773     0.0             24.7265     0.6688          24.3937     0.0304          23.867      0.1189          22.9773     0.4992          22.3998     0.8021          21.6059    0.7099         21.3688    0.6698         21.067     0.5783        
  SPARTAN_comb_N789   0.9638     SPARTAN_comb_N789_1.spec   21.9763     0.0             27.5239     0.0531          25.7181     0.2872          23.3085     0.2009          21.9763     0.4259          20.8917     0.4462          19.7194    0.0551         19.0636    1.3319         18.539     0.7497        
