# ident               redshift   spec1                      i-megacam   i-megacam_err  
  SPARTAN_comb_N595   0.9164     SPARTAN_comb_N595_1.spec   22.4576     0.5            
  SPARTAN_comb_N596   0.9165     SPARTAN_comb_N596_1.spec   22.3712     0.5            
  SPARTAN_comb_N597   0.9167     SPARTAN_comb_N597_1.spec   22.8597     0.5            
  SPARTAN_comb_N598   0.9167     SPARTAN_comb_N598_1.spec   22.8677     0.5            
  SPARTAN_comb_N599   0.9167     SPARTAN_comb_N599_1.spec   23.4334     0.5            
  SPARTAN_comb_N600   0.9168     SPARTAN_comb_N600_1.spec   22.7566     0.5            
  SPARTAN_comb_N601   0.9169     SPARTAN_comb_N601_1.spec   22.6353     0.5            
  SPARTAN_comb_N602   0.9169     SPARTAN_comb_N602_1.spec   23.1175     0.5            
  SPARTAN_comb_N603   0.9169     SPARTAN_comb_N603_1.spec   23.6306     0.5            
  SPARTAN_comb_N604   0.9169     SPARTAN_comb_N604_1.spec   23.6909     0.5            
  SPARTAN_comb_N605   0.9171     SPARTAN_comb_N605_1.spec   23.2076     0.5            
  SPARTAN_comb_N606   0.9174     SPARTAN_comb_N606_1.spec   22.3756     0.5            
  SPARTAN_comb_N607   0.9174     SPARTAN_comb_N607_1.spec   23.6327     0.5            
  SPARTAN_comb_N608   0.9176     SPARTAN_comb_N608_1.spec   21.7669     0.5            
  SPARTAN_comb_N609   0.9176     SPARTAN_comb_N609_1.spec   22.8277     0.5            
  SPARTAN_comb_N610   0.9178     SPARTAN_comb_N610_1.spec   22.1286     0.5            
  SPARTAN_comb_N611   0.9183     SPARTAN_comb_N611_1.spec   23.0275     0.5            
  SPARTAN_comb_N612   0.9184     SPARTAN_comb_N612_1.spec   22.7573     0.5            
  SPARTAN_comb_N613   0.9188     SPARTAN_comb_N613_1.spec   21.0581     0.5            
  SPARTAN_comb_N614   0.9188     SPARTAN_comb_N614_1.spec   22.5549     0.5            
  SPARTAN_comb_N615   0.9191     SPARTAN_comb_N615_1.spec   21.8732     0.5            
  SPARTAN_comb_N616   0.9192     SPARTAN_comb_N616_1.spec   22.2946     0.5            
  SPARTAN_comb_N617   0.9195     SPARTAN_comb_N617_1.spec   22.1901     0.5            
  SPARTAN_comb_N618   0.9197     SPARTAN_comb_N618_1.spec   22.9027     0.5            
  SPARTAN_comb_N619   0.92       SPARTAN_comb_N619_1.spec   22.6471     0.5            
  SPARTAN_comb_N620   0.9202     SPARTAN_comb_N620_1.spec   22.227      0.5            
  SPARTAN_comb_N621   0.9206     SPARTAN_comb_N621_1.spec   22.2708     0.5            
  SPARTAN_comb_N622   0.9206     SPARTAN_comb_N622_1.spec   22.5348     0.5            
  SPARTAN_comb_N623   0.9206     SPARTAN_comb_N623_1.spec   23.1041     0.5            
  SPARTAN_comb_N624   0.9208     SPARTAN_comb_N624_1.spec   21.8914     0.5            
  SPARTAN_comb_N625   0.9209     SPARTAN_comb_N625_1.spec   21.7339     0.5            
  SPARTAN_comb_N626   0.921      SPARTAN_comb_N626_1.spec   22.3679     0.5            
  SPARTAN_comb_N627   0.9213     SPARTAN_comb_N627_1.spec   23.1752     0.5            
  SPARTAN_comb_N628   0.9215     SPARTAN_comb_N628_1.spec   23.7662     0.5            
  SPARTAN_comb_N629   0.9217     SPARTAN_comb_N629_1.spec   22.5251     0.5            
  SPARTAN_comb_N630   0.9219     SPARTAN_comb_N630_1.spec   21.5381     0.5            
  SPARTAN_comb_N631   0.9219     SPARTAN_comb_N631_1.spec   23.3502     0.5            
  SPARTAN_comb_N632   0.922      SPARTAN_comb_N632_1.spec   21.8191     0.5            
  SPARTAN_comb_N633   0.9224     SPARTAN_comb_N633_1.spec   22.1623     0.5            
  SPARTAN_comb_N634   0.9226     SPARTAN_comb_N634_1.spec   22.1243     0.5            
  SPARTAN_comb_N635   0.923      SPARTAN_comb_N635_1.spec   23.1183     0.5            
  SPARTAN_comb_N636   0.9231     SPARTAN_comb_N636_1.spec   22.5081     0.5            
  SPARTAN_comb_N637   0.9233     SPARTAN_comb_N637_1.spec   23.329      0.5            
  SPARTAN_comb_N638   0.9234     SPARTAN_comb_N638_1.spec   22.2636     0.5            
  SPARTAN_comb_N639   0.9238     SPARTAN_comb_N639_1.spec   23.2853     0.5            
  SPARTAN_comb_N640   0.9238     SPARTAN_comb_N640_1.spec   23.7385     0.5            
  SPARTAN_comb_N641   0.924      SPARTAN_comb_N641_1.spec   23.5911     0.5            
  SPARTAN_comb_N642   0.9243     SPARTAN_comb_N642_1.spec   23.0869     0.5            
  SPARTAN_comb_N643   0.9245     SPARTAN_comb_N643_1.spec   23.7956     0.5            
  SPARTAN_comb_N644   0.9246     SPARTAN_comb_N644_1.spec   22.4803     0.5            
  SPARTAN_comb_N645   0.9249     SPARTAN_comb_N645_1.spec   21.7418     0.5            
  SPARTAN_comb_N646   0.9249     SPARTAN_comb_N646_1.spec   22.2622     0.5            
  SPARTAN_comb_N647   0.925      SPARTAN_comb_N647_1.spec   22.7312     0.5            
  SPARTAN_comb_N648   0.925      SPARTAN_comb_N648_1.spec   22.7526     0.5            
  SPARTAN_comb_N649   0.925      SPARTAN_comb_N649_1.spec   23.9815     0.5            
  SPARTAN_comb_N650   0.9252     SPARTAN_comb_N650_1.spec   22.6235     0.5            
  SPARTAN_comb_N651   0.9254     SPARTAN_comb_N651_1.spec   21.8973     0.5            
  SPARTAN_comb_N652   0.9255     SPARTAN_comb_N652_1.spec   22.1253     0.5            
  SPARTAN_comb_N653   0.9255     SPARTAN_comb_N653_1.spec   22.4449     0.5            
  SPARTAN_comb_N654   0.9257     SPARTAN_comb_N654_1.spec   23.706      0.5            
  SPARTAN_comb_N655   0.9258     SPARTAN_comb_N655_1.spec   22.4391     0.5            
  SPARTAN_comb_N656   0.9258     SPARTAN_comb_N656_1.spec   23.5423     0.5            
  SPARTAN_comb_N657   0.9259     SPARTAN_comb_N657_1.spec   22.3943     0.5            
  SPARTAN_comb_N658   0.926      SPARTAN_comb_N658_1.spec   21.5023     0.5            
  SPARTAN_comb_N659   0.927      SPARTAN_comb_N659_1.spec   21.4076     0.5            
  SPARTAN_comb_N660   0.927      SPARTAN_comb_N660_1.spec   22.4607     0.5            
  SPARTAN_comb_N661   0.9278     SPARTAN_comb_N661_1.spec   23.6151     0.5            
  SPARTAN_comb_N662   0.9279     SPARTAN_comb_N662_1.spec   22.489      0.5            
  SPARTAN_comb_N663   0.9279     SPARTAN_comb_N663_1.spec   23.024      0.5            
  SPARTAN_comb_N664   0.928      SPARTAN_comb_N664_1.spec   23.63       0.5            
  SPARTAN_comb_N665   0.9284     SPARTAN_comb_N665_1.spec   22.5393     0.5            
  SPARTAN_comb_N666   0.9284     SPARTAN_comb_N666_1.spec   23.1036     0.5            
  SPARTAN_comb_N667   0.9286     SPARTAN_comb_N667_1.spec   21.6715     0.5            
  SPARTAN_comb_N668   0.9288     SPARTAN_comb_N668_1.spec   22.6121     0.5            
  SPARTAN_comb_N669   0.9297     SPARTAN_comb_N669_1.spec   21.554      0.5            
  SPARTAN_comb_N670   0.9302     SPARTAN_comb_N670_1.spec   23.8421     0.5            
  SPARTAN_comb_N671   0.9311     SPARTAN_comb_N671_1.spec   23.1755     0.5            
  SPARTAN_comb_N672   0.9311     SPARTAN_comb_N672_1.spec   23.7567     0.5            
  SPARTAN_comb_N673   0.9316     SPARTAN_comb_N673_1.spec   23.3374     0.5            
  SPARTAN_comb_N674   0.932      SPARTAN_comb_N674_1.spec   22.968      0.5            
  SPARTAN_comb_N675   0.9321     SPARTAN_comb_N675_1.spec   22.9814     0.5            
  SPARTAN_comb_N676   0.9322     SPARTAN_comb_N676_1.spec   23.2837     0.5            
  SPARTAN_comb_N677   0.933      SPARTAN_comb_N677_1.spec   21.3032     0.5            
  SPARTAN_comb_N678   0.933      SPARTAN_comb_N678_1.spec   23.5985     0.5            
  SPARTAN_comb_N679   0.9333     SPARTAN_comb_N679_1.spec   23.6983     0.5            
  SPARTAN_comb_N680   0.9335     SPARTAN_comb_N680_1.spec   23.5177     0.5            
  SPARTAN_comb_N681   0.9336     SPARTAN_comb_N681_1.spec   23.8736     0.5            
  SPARTAN_comb_N682   0.9337     SPARTAN_comb_N682_1.spec   23.821      0.5            
  SPARTAN_comb_N683   0.9339     SPARTAN_comb_N683_1.spec   23.0124     0.5            
  SPARTAN_comb_N684   0.9339     SPARTAN_comb_N684_1.spec   23.4233     0.5            
  SPARTAN_comb_N685   0.9345     SPARTAN_comb_N685_1.spec   23.1175     0.5            
  SPARTAN_comb_N686   0.9345     SPARTAN_comb_N686_1.spec   23.7429     0.5            
  SPARTAN_comb_N687   0.9347     SPARTAN_comb_N687_1.spec   22.1444     0.5            
  SPARTAN_comb_N688   0.9349     SPARTAN_comb_N688_1.spec   21.6589     0.5            
  SPARTAN_comb_N689   0.9356     SPARTAN_comb_N689_1.spec   22.8274     0.5            
  SPARTAN_comb_N690   0.9357     SPARTAN_comb_N690_1.spec   22.4548     0.5            
  SPARTAN_comb_N691   0.9366     SPARTAN_comb_N691_1.spec   22.1186     0.5            
  SPARTAN_comb_N692   0.9366     SPARTAN_comb_N692_1.spec   24.3631     0.5            
  SPARTAN_comb_N693   0.9368     SPARTAN_comb_N693_1.spec   22.7621     0.5            
  SPARTAN_comb_N694   0.9369     SPARTAN_comb_N694_1.spec   23.7111     0.5            
  SPARTAN_comb_N695   0.937      SPARTAN_comb_N695_1.spec   23.5353     0.5            
  SPARTAN_comb_N696   0.9373     SPARTAN_comb_N696_1.spec   21.9599     0.5            
  SPARTAN_comb_N697   0.9373     SPARTAN_comb_N697_1.spec   23.2782     0.5            
  SPARTAN_comb_N698   0.9377     SPARTAN_comb_N698_1.spec   22.7164     0.5            
  SPARTAN_comb_N699   0.9379     SPARTAN_comb_N699_1.spec   24.0458     0.5            
  SPARTAN_comb_N700   0.9384     SPARTAN_comb_N700_1.spec   23.1549     0.5            
  SPARTAN_comb_N701   0.9385     SPARTAN_comb_N701_1.spec   22.9282     0.5            
  SPARTAN_comb_N702   0.9385     SPARTAN_comb_N702_1.spec   23.0083     0.5            
  SPARTAN_comb_N703   0.9387     SPARTAN_comb_N703_1.spec   22.6156     0.5            
  SPARTAN_comb_N704   0.9388     SPARTAN_comb_N704_1.spec   22.0909     0.5            
  SPARTAN_comb_N705   0.9401     SPARTAN_comb_N705_1.spec   23.3191     0.5            
  SPARTAN_comb_N706   0.9406     SPARTAN_comb_N706_1.spec   23.0901     0.5            
  SPARTAN_comb_N707   0.9407     SPARTAN_comb_N707_1.spec   23.8956     0.5            
  SPARTAN_comb_N708   0.9416     SPARTAN_comb_N708_1.spec   23.6954     0.5            
  SPARTAN_comb_N709   0.9423     SPARTAN_comb_N709_1.spec   22.0899     0.5            
  SPARTAN_comb_N710   0.9429     SPARTAN_comb_N710_1.spec   23.2884     0.5            
  SPARTAN_comb_N711   0.943      SPARTAN_comb_N711_1.spec   23.8935     0.5            
  SPARTAN_comb_N712   0.9446     SPARTAN_comb_N712_1.spec   23.4554     0.5            
  SPARTAN_comb_N713   0.9457     SPARTAN_comb_N713_1.spec   23.2487     0.5            
  SPARTAN_comb_N714   0.9485     SPARTAN_comb_N714_1.spec   23.1277     0.5            
  SPARTAN_comb_N715   0.9503     SPARTAN_comb_N715_1.spec   23.7146     0.5            
  SPARTAN_comb_N716   0.9515     SPARTAN_comb_N716_1.spec   23.7605     0.5            
  SPARTAN_comb_N717   0.952      SPARTAN_comb_N717_1.spec   22.8978     0.5            
  SPARTAN_comb_N718   0.9528     SPARTAN_comb_N718_1.spec   21.8599     0.5            
  SPARTAN_comb_N719   0.9528     SPARTAN_comb_N719_1.spec   23.5496     0.5            
  SPARTAN_comb_N720   0.9534     SPARTAN_comb_N720_1.spec   21.8869     0.5            
  SPARTAN_comb_N721   0.954      SPARTAN_comb_N721_1.spec   22.7521     0.5            
  SPARTAN_comb_N722   0.9545     SPARTAN_comb_N722_1.spec   20.8844     0.5            
  SPARTAN_comb_N723   0.9553     SPARTAN_comb_N723_1.spec   22.7301     0.5            
  SPARTAN_comb_N724   0.9564     SPARTAN_comb_N724_1.spec   22.599      0.5            
  SPARTAN_comb_N725   0.9565     SPARTAN_comb_N725_1.spec   22.8889     0.5            
  SPARTAN_comb_N726   0.9569     SPARTAN_comb_N726_1.spec   22.89       0.5            
  SPARTAN_comb_N727   0.9572     SPARTAN_comb_N727_1.spec   22.5427     0.5            
  SPARTAN_comb_N728   0.9572     SPARTAN_comb_N728_1.spec   24.1527     0.5            
  SPARTAN_comb_N729   0.9574     SPARTAN_comb_N729_1.spec   21.6816     0.5            
  SPARTAN_comb_N730   0.9574     SPARTAN_comb_N730_1.spec   23.1768     0.5            
  SPARTAN_comb_N731   0.9578     SPARTAN_comb_N731_1.spec   22.4532     0.5            
  SPARTAN_comb_N732   0.9578     SPARTAN_comb_N732_1.spec   22.4549     0.5            
  SPARTAN_comb_N733   0.9579     SPARTAN_comb_N733_1.spec   22.5047     0.5            
  SPARTAN_comb_N734   0.9583     SPARTAN_comb_N734_1.spec   22.4825     0.5            
  SPARTAN_comb_N735   0.9587     SPARTAN_comb_N735_1.spec   21.8693     0.5            
  SPARTAN_comb_N736   0.9588     SPARTAN_comb_N736_1.spec   21.9511     0.5            
  SPARTAN_comb_N737   0.9588     SPARTAN_comb_N737_1.spec   21.952      0.5            
  SPARTAN_comb_N738   0.9589     SPARTAN_comb_N738_1.spec   22.478      0.5            
  SPARTAN_comb_N739   0.9589     SPARTAN_comb_N739_1.spec   22.6246     0.5            
  SPARTAN_comb_N740   0.9589     SPARTAN_comb_N740_1.spec   22.9411     0.5            
  SPARTAN_comb_N741   0.959      SPARTAN_comb_N741_1.spec   22.5625     0.5            
  SPARTAN_comb_N742   0.959      SPARTAN_comb_N742_1.spec   22.7477     0.5            
  SPARTAN_comb_N743   0.9592     SPARTAN_comb_N743_1.spec   21.5918     0.5            
  SPARTAN_comb_N744   0.9592     SPARTAN_comb_N744_1.spec   23.2025     0.5            
  SPARTAN_comb_N745   0.9593     SPARTAN_comb_N745_1.spec   22.7401     0.5            
  SPARTAN_comb_N746   0.9593     SPARTAN_comb_N746_1.spec   23.7744     0.5            
  SPARTAN_comb_N747   0.9594     SPARTAN_comb_N747_1.spec   22.1176     0.5            
  SPARTAN_comb_N748   0.9598     SPARTAN_comb_N748_1.spec   21.8614     0.5            
  SPARTAN_comb_N749   0.9598     SPARTAN_comb_N749_1.spec   22.7697     0.5            
  SPARTAN_comb_N750   0.9599     SPARTAN_comb_N750_1.spec   21.6691     0.5            
  SPARTAN_comb_N751   0.96       SPARTAN_comb_N751_1.spec   21.9969     0.5            
  SPARTAN_comb_N752   0.96       SPARTAN_comb_N752_1.spec   22.9934     0.5            
  SPARTAN_comb_N753   0.9602     SPARTAN_comb_N753_1.spec   22.1553     0.5            
  SPARTAN_comb_N754   0.9602     SPARTAN_comb_N754_1.spec   23.61       0.5            
  SPARTAN_comb_N755   0.9603     SPARTAN_comb_N755_1.spec   22.7992     0.5            
  SPARTAN_comb_N756   0.9605     SPARTAN_comb_N756_1.spec   22.0391     0.5            
  SPARTAN_comb_N757   0.9605     SPARTAN_comb_N757_1.spec   22.6645     0.5            
  SPARTAN_comb_N758   0.9606     SPARTAN_comb_N758_1.spec   22.0956     0.5            
  SPARTAN_comb_N759   0.9607     SPARTAN_comb_N759_1.spec   23.0191     0.5            
  SPARTAN_comb_N760   0.9607     SPARTAN_comb_N760_1.spec   23.136      0.5            
  SPARTAN_comb_N761   0.9608     SPARTAN_comb_N761_1.spec   21.747      0.5            
  SPARTAN_comb_N762   0.9608     SPARTAN_comb_N762_1.spec   21.8057     0.5            
  SPARTAN_comb_N763   0.9608     SPARTAN_comb_N763_1.spec   22.0389     0.5            
  SPARTAN_comb_N764   0.9609     SPARTAN_comb_N764_1.spec   22.3383     0.5            
  SPARTAN_comb_N765   0.961      SPARTAN_comb_N765_1.spec   22.5575     0.5            
  SPARTAN_comb_N766   0.9611     SPARTAN_comb_N766_1.spec   21.4576     0.5            
  SPARTAN_comb_N767   0.9611     SPARTAN_comb_N767_1.spec   22.7034     0.5            
  SPARTAN_comb_N768   0.9612     SPARTAN_comb_N768_1.spec   21.8472     0.5            
  SPARTAN_comb_N769   0.9613     SPARTAN_comb_N769_1.spec   22.3562     0.5            
  SPARTAN_comb_N770   0.9615     SPARTAN_comb_N770_1.spec   23.1625     0.5            
  SPARTAN_comb_N771   0.9616     SPARTAN_comb_N771_1.spec   22.0633     0.5            
  SPARTAN_comb_N772   0.9618     SPARTAN_comb_N772_1.spec   22.0167     0.5            
  SPARTAN_comb_N773   0.9618     SPARTAN_comb_N773_1.spec   23.3641     0.5            
  SPARTAN_comb_N774   0.962      SPARTAN_comb_N774_1.spec   23.1454     0.5            
  SPARTAN_comb_N775   0.9621     SPARTAN_comb_N775_1.spec   21.8684     0.5            
  SPARTAN_comb_N776   0.9622     SPARTAN_comb_N776_1.spec   21.8539     0.5            
  SPARTAN_comb_N777   0.9622     SPARTAN_comb_N777_1.spec   23.1046     0.5            
  SPARTAN_comb_N778   0.9624     SPARTAN_comb_N778_1.spec   23.0364     0.5            
  SPARTAN_comb_N779   0.9624     SPARTAN_comb_N779_1.spec   23.8469     0.5            
  SPARTAN_comb_N780   0.9626     SPARTAN_comb_N780_1.spec   22.6609     0.5            
  SPARTAN_comb_N781   0.9628     SPARTAN_comb_N781_1.spec   22.3566     0.5            
  SPARTAN_comb_N782   0.9628     SPARTAN_comb_N782_1.spec   23.1709     0.5            
  SPARTAN_comb_N783   0.9631     SPARTAN_comb_N783_1.spec   21.953      0.5            
  SPARTAN_comb_N784   0.9631     SPARTAN_comb_N784_1.spec   22.7321     0.5            
  SPARTAN_comb_N785   0.9631     SPARTAN_comb_N785_1.spec   23.1903     0.5            
  SPARTAN_comb_N786   0.9632     SPARTAN_comb_N786_1.spec   23.9895     0.5            
  SPARTAN_comb_N787   0.9634     SPARTAN_comb_N787_1.spec   22.3027     0.5            
  SPARTAN_comb_N788   0.9634     SPARTAN_comb_N788_1.spec   22.9773     0.5            
  SPARTAN_comb_N789   0.9638     SPARTAN_comb_N789_1.spec   21.9763     0.5            
  SPARTAN_comb_N790   0.9638     SPARTAN_comb_N790_1.spec   23.9261     0.5            
  SPARTAN_comb_N791   0.964      SPARTAN_comb_N791_1.spec   22.4543     0.5            
  SPARTAN_comb_N792   0.9643     SPARTAN_comb_N792_1.spec   22.0047     0.5            
  SPARTAN_comb_N793   0.9643     SPARTAN_comb_N793_1.spec   23.0227     0.5            
  SPARTAN_comb_N794   0.9644     SPARTAN_comb_N794_1.spec   23.3868     0.5            
  SPARTAN_comb_N795   0.9648     SPARTAN_comb_N795_1.spec   22.2338     0.5            
  SPARTAN_comb_N796   0.9649     SPARTAN_comb_N796_1.spec   21.8882     0.5            
  SPARTAN_comb_N797   0.9649     SPARTAN_comb_N797_1.spec   22.3926     0.5            
  SPARTAN_comb_N798   0.9649     SPARTAN_comb_N798_1.spec   24.019      0.5            
  SPARTAN_comb_N799   0.965      SPARTAN_comb_N799_1.spec   22.4762     0.5            
  SPARTAN_comb_N800   0.9651     SPARTAN_comb_N800_1.spec   23.5299     0.5            
  SPARTAN_comb_N801   0.9653     SPARTAN_comb_N801_1.spec   22.8717     0.5            
  SPARTAN_comb_N802   0.9666     SPARTAN_comb_N802_1.spec   23.5673     0.5            
  SPARTAN_comb_N803   0.9677     SPARTAN_comb_N803_1.spec   22.4648     0.5            
  SPARTAN_comb_N804   0.9689     SPARTAN_comb_N804_1.spec   22.8489     0.5            
  SPARTAN_comb_N805   0.9689     SPARTAN_comb_N805_1.spec   23.1014     0.5            
  SPARTAN_comb_N806   0.9689     SPARTAN_comb_N806_1.spec   23.966      0.5            
  SPARTAN_comb_N807   0.969      SPARTAN_comb_N807_1.spec   22.1867     0.5            
  SPARTAN_comb_N808   0.9691     SPARTAN_comb_N808_1.spec   22.1225     0.5            
  SPARTAN_comb_N809   0.9701     SPARTAN_comb_N809_1.spec   22.8271     0.5            
  SPARTAN_comb_N810   0.971      SPARTAN_comb_N810_1.spec   22.6571     0.5            
  SPARTAN_comb_N811   0.974      SPARTAN_comb_N811_1.spec   21.6932     0.5            
  SPARTAN_comb_N812   0.9743     SPARTAN_comb_N812_1.spec   23.6944     0.5            
  SPARTAN_comb_N813   0.9748     SPARTAN_comb_N813_1.spec   23.8932     0.5            
  SPARTAN_comb_N814   0.9749     SPARTAN_comb_N814_1.spec   22.1611     0.5            
  SPARTAN_comb_N815   0.9755     SPARTAN_comb_N815_1.spec   22.5046     0.5            
  SPARTAN_comb_N816   0.9757     SPARTAN_comb_N816_1.spec   22.3819     0.5            
  SPARTAN_comb_N817   0.9758     SPARTAN_comb_N817_1.spec   21.8799     0.5            
  SPARTAN_comb_N818   0.9759     SPARTAN_comb_N818_1.spec   21.4908     0.5            
  SPARTAN_comb_N819   0.9767     SPARTAN_comb_N819_1.spec   23.2907     0.5            
  SPARTAN_comb_N820   0.9769     SPARTAN_comb_N820_1.spec   21.8106     0.5            
  SPARTAN_comb_N821   0.9784     SPARTAN_comb_N821_1.spec   23.3431     0.5            
  SPARTAN_comb_N822   0.9788     SPARTAN_comb_N822_1.spec   22.9154     0.5            
  SPARTAN_comb_N823   0.9798     SPARTAN_comb_N823_1.spec   22.7838     0.5            
  SPARTAN_comb_N824   0.9824     SPARTAN_comb_N824_1.spec   21.7458     0.5            
  SPARTAN_comb_N825   0.9825     SPARTAN_comb_N825_1.spec   22.9968     0.5            
  SPARTAN_comb_N826   0.9828     SPARTAN_comb_N826_1.spec   23.2869     0.5            
  SPARTAN_comb_N827   0.983      SPARTAN_comb_N827_1.spec   22.5411     0.5            
  SPARTAN_comb_N828   0.9832     SPARTAN_comb_N828_1.spec   22.9373     0.5            
  SPARTAN_comb_N829   0.9839     SPARTAN_comb_N829_1.spec   22.0053     0.5            
  SPARTAN_comb_N830   0.984      SPARTAN_comb_N830_1.spec   22.1945     0.5            
  SPARTAN_comb_N831   0.9846     SPARTAN_comb_N831_1.spec   22.5892     0.5            
  SPARTAN_comb_N832   0.9855     SPARTAN_comb_N832_1.spec   22.9664     0.5            
  SPARTAN_comb_N833   0.9858     SPARTAN_comb_N833_1.spec   23.4023     0.5            
  SPARTAN_comb_N834   0.9864     SPARTAN_comb_N834_1.spec   23.2424     0.5            
  SPARTAN_comb_N835   0.9868     SPARTAN_comb_N835_1.spec   22.8088     0.5            
  SPARTAN_comb_N836   0.9872     SPARTAN_comb_N836_1.spec   22.7239     0.5            
  SPARTAN_comb_N837   0.9878     SPARTAN_comb_N837_1.spec   23.0905     0.5            
  SPARTAN_comb_N838   0.9898     SPARTAN_comb_N838_1.spec   22.5778     0.5            
  SPARTAN_comb_N839   0.9899     SPARTAN_comb_N839_1.spec   23.567      0.5            
  SPARTAN_comb_N840   0.9915     SPARTAN_comb_N840_1.spec   23.7576     0.5            
  SPARTAN_comb_N841   0.9923     SPARTAN_comb_N841_1.spec   22.3184     0.5            
  SPARTAN_comb_N842   0.9926     SPARTAN_comb_N842_1.spec   21.6308     0.5            
  SPARTAN_comb_N843   0.9926     SPARTAN_comb_N843_1.spec   22.4154     0.5            
  SPARTAN_comb_N844   0.9933     SPARTAN_comb_N844_1.spec   22.6916     0.5            
  SPARTAN_comb_N845   0.9935     SPARTAN_comb_N845_1.spec   22.4974     0.5            
  SPARTAN_comb_N846   0.9945     SPARTAN_comb_N846_1.spec   23.2841     0.5            
  SPARTAN_comb_N847   0.9946     SPARTAN_comb_N847_1.spec   23.0937     0.5            
  SPARTAN_comb_N848   0.9949     SPARTAN_comb_N848_1.spec   22.5098     0.5            
  SPARTAN_comb_N849   0.996      SPARTAN_comb_N849_1.spec   22.2024     0.5            
  SPARTAN_comb_N850   0.9972     SPARTAN_comb_N850_1.spec   22.7507     0.5            
  SPARTAN_comb_N851   0.9972     SPARTAN_comb_N851_1.spec   23.5779     0.5            
  SPARTAN_comb_N852   0.9978     SPARTAN_comb_N852_1.spec   23.6195     0.5            
  SPARTAN_comb_N853   0.9987     SPARTAN_comb_N853_1.spec   23.1604     0.5            
  SPARTAN_comb_N854   0.999      SPARTAN_comb_N854_1.spec   23.373      0.5            
  SPARTAN_comb_N855   0.9991     SPARTAN_comb_N855_1.spec   23.0898     0.5            
  SPARTAN_comb_N856   0.9995     SPARTAN_comb_N856_1.spec   22.8257     0.5            
  SPARTAN_comb_N857   1.0006     SPARTAN_comb_N857_1.spec   23.3821     0.5            
  SPARTAN_comb_N858   1.0011     SPARTAN_comb_N858_1.spec   22.7724     0.5            
  SPARTAN_comb_N859   1.0019     SPARTAN_comb_N859_1.spec   21.5608     0.5            
  SPARTAN_comb_N860   1.0019     SPARTAN_comb_N860_1.spec   23.0214     0.5            
  SPARTAN_comb_N861   1.0045     SPARTAN_comb_N861_1.spec   23.1661     0.5            
  SPARTAN_comb_N862   1.005      SPARTAN_comb_N862_1.spec   23.3258     0.5            
  SPARTAN_comb_N863   1.0054     SPARTAN_comb_N863_1.spec   23.4855     0.5            
  SPARTAN_comb_N864   1.0092     SPARTAN_comb_N864_1.spec   23.4327     0.5            
  SPARTAN_comb_N865   1.0093     SPARTAN_comb_N865_1.spec   22.3736     0.5            
  SPARTAN_comb_N866   1.0095     SPARTAN_comb_N866_1.spec   22.9599     0.5            
  SPARTAN_comb_N867   1.01       SPARTAN_comb_N867_1.spec   21.8254     0.5            
  SPARTAN_comb_N868   1.0103     SPARTAN_comb_N868_1.spec   23.6194     0.5            
  SPARTAN_comb_N869   1.0111     SPARTAN_comb_N869_1.spec   23.7685     0.5            
  SPARTAN_comb_N870   1.0112     SPARTAN_comb_N870_1.spec   22.3155     0.5            
  SPARTAN_comb_N871   1.0115     SPARTAN_comb_N871_1.spec   22.8963     0.5            
  SPARTAN_comb_N872   1.0117     SPARTAN_comb_N872_1.spec   23.1336     0.5            
  SPARTAN_comb_N873   1.0118     SPARTAN_comb_N873_1.spec   22.1043     0.5            
  SPARTAN_comb_N874   1.0118     SPARTAN_comb_N874_1.spec   23.5445     0.5            
  SPARTAN_comb_N875   1.0121     SPARTAN_comb_N875_1.spec   23.2393     0.5            
  SPARTAN_comb_N876   1.0124     SPARTAN_comb_N876_1.spec   23.6305     0.5            
  SPARTAN_comb_N877   1.0127     SPARTAN_comb_N877_1.spec   23.6716     0.5            
  SPARTAN_comb_N878   1.0128     SPARTAN_comb_N878_1.spec   21.8374     0.5            
  SPARTAN_comb_N879   1.0131     SPARTAN_comb_N879_1.spec   22.9221     0.5            
  SPARTAN_comb_N880   1.0131     SPARTAN_comb_N880_1.spec   23.0514     0.5            
  SPARTAN_comb_N881   1.0132     SPARTAN_comb_N881_1.spec   23.6076     0.5            
  SPARTAN_comb_N882   1.0137     SPARTAN_comb_N882_1.spec   23.1038     0.5            
  SPARTAN_comb_N883   1.014      SPARTAN_comb_N883_1.spec   23.5144     0.5            
  SPARTAN_comb_N884   1.0141     SPARTAN_comb_N884_1.spec   22.7078     0.5            
  SPARTAN_comb_N885   1.0143     SPARTAN_comb_N885_1.spec   23.7487     0.5            
  SPARTAN_comb_N886   1.015      SPARTAN_comb_N886_1.spec   22.2766     0.5            
  SPARTAN_comb_N887   1.0153     SPARTAN_comb_N887_1.spec   22.2529     0.5            
  SPARTAN_comb_N888   1.0153     SPARTAN_comb_N888_1.spec   22.5284     0.5            
  SPARTAN_comb_N889   1.0155     SPARTAN_comb_N889_1.spec   22.2077     0.5            
  SPARTAN_comb_N890   1.0156     SPARTAN_comb_N890_1.spec   22.4251     0.5            
  SPARTAN_comb_N891   1.0158     SPARTAN_comb_N891_1.spec   23.3549     0.5            
  SPARTAN_comb_N892   1.016      SPARTAN_comb_N892_1.spec   21.736      0.5            
